 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | ttZp2000 |
 | t#bar{t}H parton showering | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}H generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}H #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | CO ShapeSyst | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.137683 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | EG_RESOLUTION_ALL | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Mixed2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Modelling2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Modelling3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Statistical2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_RelativeNonClosure_AF3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.217376 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.339148 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125221 / 0 | 0 / 0 | 0.5 / 2.16136e-10 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_2__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00146922 / -0.00146922 | 0.00314809 / -0.00314809 | 0.00331374 / -0.00331374 | 0.0038276 / -0.0038276 | 0.00529043 / -0.00529043 | 0.00570643 / -0.00570643 | 0.00361077 / -0.00361077 | 0.00752809 / -0.00752809 | 0.00463272 / -0.00463272 | 0.00532178 / -0.00532178 | 0.00534626 / -0.00534626 | 0.00571404 / -0.00571404 | 0.0060433 / -0.0060433 | 0.00554826 / -0.00554826 | 0.0114385 / -0.0114385 | 0.00790933 / -0.00790933 | 0.0079568 / -0.0079568 | 0.00764553 / -0.00764553 | 4.48441e-08 / -4.48441e-08 | 0.0183019 / -0.0183019 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00170953 / -0.00170953 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00318821 / -0.00318821 | 0.00462489 / -0.00462489 | 0.00568172 / -0.00568172 | 0.00556198 / -0.00556198 | 0.00588143 / -0.00588143 | 0.00689042 / -0.00689042 | 0.00512259 / -0.00512259 | 0.00647445 / -0.00647445 | 0.00613509 / -0.00613509 | 0.00673968 / -0.00673968 | 0.00635778 / -0.00635778 | 0.00552348 / -0.00552348 | 0.00559101 / -0.00559101 | 0.00613094 / -0.00613094 | 0.00571877 / -0.00571877 | 0.00568905 / -0.00568905 | 0.00576909 / -0.00576909 | 0.00592435 / -0.00592435 | 4.66247e-08 / -4.66247e-08 | 4.74769e-10 / -4.74769e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00309688 / -0.00309688 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.00570887 / -0.00570887 | 0.00581025 / -0.00581025 | 0.0055199 / -0.0055199 | 0.00573817 / -0.00573817 | 0.00556367 / -0.00556367 | 0.00399231 / -0.00399231 | 0.0058555 / -0.0058555 | 0.00346903 / -0.00346903 | 0.00601062 / -0.00601062 | 0.00541452 / -0.00541452 | 0.00539595 / -0.00539595 | 0.00516911 / -0.00516911 | 0.00580726 / -0.00580726 | 0.00434482 / -0.00434482 | 0.00168008 / -0.00168008 | 0.00386316 / -0.00386316 | 0.00391306 / -0.00391306 | 0.00378839 / -0.00378839 | 0.0238234 / -0.0238234 | 5.9441e-10 / -5.9441e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00495701 / -0.00495701 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00785223 / -0.00785223 | 0.00648387 / -0.00648387 | 0.00561369 / -0.00561369 | 0.0053503 / -0.0053503 | 0.00365688 / -0.00365688 | 0.00430272 / -0.00430272 | 0.00580717 / -0.00580717 | 0.00217053 / -0.00217053 | 0.00462679 / -0.00462679 | 0.00322447 / -0.00322447 | 0.00362872 / -0.00362872 | 0.00452103 / -0.00452103 | 0.00290939 / -0.00290939 | 0.00411937 / -0.00411937 | 5.43396e-09 / -5.43396e-09 | 0.00246383 / -0.00246383 | 0.00231342 / -0.00231342 | 0.00235829 / -0.00235829 | 8.6203e-08 / -8.6203e-08 | 8.77786e-10 / -8.77786e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00690891 / -0.00690891 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0103762 / -0.0103762 | 0.0067198 / -0.0067198 | 0.00515927 / -0.00515927 | 0.00467307 / -0.00467307 | 0.00311556 / -0.00311556 | 0.00187646 / -0.00187646 | 0.00554258 / -0.00554258 | 0.00218623 / -0.00218623 | 0.00147073 / -0.00147073 | 0.00203795 / -0.00203795 | 0.0021005 / -0.0021005 | 0.00288387 / -0.00288387 | 0.00231119 / -0.00231119 | 0.0028601 / -0.0028601 | 0.000278852 / -0.000278852 | 0.00155016 / -0.00155016 | 0.00149691 / -0.00149691 | 0.00207989 / -0.00207989 | 1.72856e-07 / -1.72856e-07 | 1.76015e-09 / -1.76015e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00945979 / -0.00945979 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0165554 / -0.0165554 | 0.00745251 / -0.00745251 | 0.00716299 / -0.00716299 | 0.00502451 / -0.00502451 | 0.00238282 / -0.00238282 | 0.000933518 / -0.000933518 | 0.00551812 / -0.00551812 | 0.00167487 / -0.00167487 | 0.00333663 / -0.00333663 | 0.00051726 / -0.00051726 | 0.0016218 / -0.0016218 | 0.00140872 / -0.00140872 | 0.00162629 / -0.00162629 | 0.00568061 / -0.00568061 | 2.88885e-08 / -2.88885e-08 | 0.00180544 / -0.00180544 | 0.00134429 / -0.00134429 | 0.00186402 / -0.00186402 | 4.5828e-07 / -4.5828e-07 | 4.66657e-09 / -4.66657e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0207608 / -0.0207608 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0198218 / -0.0198218 | 0.00798645 / -0.00798645 | 0.00651147 / -0.00651147 | 0.00461831 / -0.00461831 | 0.00275415 / -0.00275415 | 0.00170627 / -0.00170627 | 0.00537922 / -0.00537922 | 0.000431209 / -0.000431209 | 0.000723512 / -0.000723512 | 0.0016424 / -0.0016424 | 0.0020958 / -0.0020958 | 0.00133704 / -0.00133704 | 0.00297367 / -0.00297367 | 0.00157591 / -0.00157591 | 5.69566e-08 / -5.69566e-08 | 0.00186281 / -0.00186281 | 0.00134705 / -0.00134705 | 0.00199717 / -0.00199717 | 9.03545e-07 / -9.03545e-07 | 9.2006e-09 / -9.2006e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0347737 / -0.0347737 |
