 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | JET_EffectiveNP_Mixed3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | MUON_SAGITTA_PTEXTRA | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | MUON_SCALE | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.217376 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.339148 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125221 / 0 | 0 / 0 | 0.5 / 2.16136e-10 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0648055 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.038151 / 0.0387861 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209619 / 0.0209524 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0396172 / -0.0396364 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00146816 / -0.00146816 | 0.00314582 / -0.00314582 | 0.00331135 / -0.00331135 | 0.00382483 / -0.00382483 | 0.00528661 / -0.00528661 | 0.00570231 / -0.00570231 | 0.00360816 / -0.00360816 | 0.00752265 / -0.00752265 | 0.00462937 / -0.00462937 | 0.00531793 / -0.00531793 | 0.00534239 / -0.00534239 | 0.0057099 / -0.0057099 | 0.00603894 / -0.00603894 | 0.00554425 / -0.00554425 | 0.0114302 / -0.0114302 | 0.00790361 / -0.00790361 | 0.00795104 / -0.00795104 | 0.00764 / -0.00764 | 4.48117e-08 / -4.48117e-08 | 0.0182886 / -0.0182886 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0016519 / -0.0016519 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00318365 / -0.00318365 | 0.00461828 / -0.00461828 | 0.0056736 / -0.0056736 | 0.00555403 / -0.00555403 | 0.00587302 / -0.00587302 | 0.00688057 / -0.00688057 | 0.00511527 / -0.00511527 | 0.0064652 / -0.0064652 | 0.00612632 / -0.00612632 | 0.00673005 / -0.00673005 | 0.00634869 / -0.00634869 | 0.00551559 / -0.00551559 | 0.00558301 / -0.00558301 | 0.00612217 / -0.00612217 | 0.00571059 / -0.00571059 | 0.00568092 / -0.00568092 | 0.00576084 / -0.00576084 | 0.00591588 / -0.00591588 | 4.6558e-08 / -4.6558e-08 | 4.7409e-10 / -4.7409e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00314907 / -0.00314907 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.00569303 / -0.00569303 | 0.00579413 / -0.00579413 | 0.00550458 / -0.00550458 | 0.00572225 / -0.00572225 | 0.00554823 / -0.00554823 | 0.00398123 / -0.00398123 | 0.00583925 / -0.00583925 | 0.0034594 / -0.0034594 | 0.00599394 / -0.00599394 | 0.0053995 / -0.0053995 | 0.00538098 / -0.00538098 | 0.00515476 / -0.00515476 | 0.00579115 / -0.00579115 | 0.00433276 / -0.00433276 | 0.00167542 / -0.00167542 | 0.00385244 / -0.00385244 | 0.0039022 / -0.0039022 | 0.00377788 / -0.00377788 | 0.0237573 / -0.0237573 | 5.92761e-10 / -5.92761e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00507778 / -0.00507778 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00781069 / -0.00781069 | 0.00644956 / -0.00644956 | 0.005584 / -0.005584 | 0.005322 / -0.005322 | 0.00363754 / -0.00363754 | 0.00427996 / -0.00427996 | 0.00577644 / -0.00577644 | 0.00215905 / -0.00215905 | 0.00460231 / -0.00460231 | 0.00320741 / -0.00320741 | 0.00360952 / -0.00360952 | 0.00449712 / -0.00449712 | 0.00289399 / -0.00289399 | 0.00409758 / -0.00409758 | 5.40522e-09 / -5.40522e-09 | 0.00245079 / -0.00245079 | 0.00230118 / -0.00230118 | 0.00234581 / -0.00234581 | 8.5747e-08 / -8.5747e-08 | 8.73142e-10 / -8.73143e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00726358 / -0.00726358 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0102604 / -0.0102604 | 0.00664479 / -0.00664479 | 0.00510168 / -0.00510168 | 0.00462091 / -0.00462091 | 0.00308078 / -0.00308078 | 0.00185551 / -0.00185551 | 0.00548071 / -0.00548071 | 0.00216182 / -0.00216182 | 0.00145431 / -0.00145431 | 0.0020152 / -0.0020152 | 0.00207705 / -0.00207705 | 0.00285168 / -0.00285168 | 0.00228539 / -0.00228539 | 0.00282817 / -0.00282817 | 0.000275739 / -0.000275739 | 0.00153286 / -0.00153286 | 0.0014802 / -0.0014802 | 0.00205667 / -0.00205667 | 1.70926e-07 / -1.70926e-07 | 1.7405e-09 / -1.7405e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0113521 / -0.0113521 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0163039 / -0.0163039 | 0.0073393 / -0.0073393 | 0.00705418 / -0.00705418 | 0.00494818 / -0.00494818 | 0.00234663 / -0.00234663 | 0.000919336 / -0.000919336 | 0.00543429 / -0.00543429 | 0.00164942 / -0.00164942 | 0.00328594 / -0.00328594 | 0.000509403 / -0.000509403 | 0.00159716 / -0.00159716 | 0.00138732 / -0.00138732 | 0.00160159 / -0.00160159 | 0.00559432 / -0.00559432 | 2.84497e-08 / -2.84497e-08 | 0.00177802 / -0.00177802 | 0.00132387 / -0.00132387 | 0.0018357 / -0.0018357 | 4.51318e-07 / -4.51318e-07 | 4.59568e-09 / -4.59568e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0151974 / -0.0151974 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0192297 / -0.0192297 | 0.00774788 / -0.00774788 | 0.00631696 / -0.00631696 | 0.00448035 / -0.00448035 | 0.00267188 / -0.00267188 | 0.0016553 / -0.0016553 | 0.00521853 / -0.00521853 | 0.000418328 / -0.000418328 | 0.000701899 / -0.000701899 | 0.00159334 / -0.00159334 | 0.0020332 / -0.0020332 | 0.0012971 / -0.0012971 | 0.00288484 / -0.00288484 | 0.00152883 / -0.00152883 | 5.52552e-08 / -5.52552e-08 | 0.00180716 / -0.00180716 | 0.00130681 / -0.00130681 | 0.00193751 / -0.00193751 | 8.76554e-07 / -8.76554e-07 | 8.92575e-09 / -8.92575e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0276939 / -0.0276939 |
