 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | t#bar{t}W^{-}      | ttZp1500 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318102 / -0.298361 | 0.318102 / -0.298361 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.548747 / -0.458882 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125212 / -0.122408 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.107292 / -0.107224 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | gamma_stat_SR2b2l_HT_all_bin_0 | 0.00475594 / -0.00470105 | 0.00647163 / -0.00639694 | 0.00512277 / -0.00506365 | 0.00629999 / -0.00622728 | 0.00822625 / -0.00813131 | 0.0082136 / -0.00811881 | 0.00859359 / -0.00849442 | 0.00600305 / -0.00593377 | 0.00835074 / -0.00825436 | 0.00827377 / -0.00817828 | 0.00955655 / -0.00944625 | 0.0101935 / -0.0100759 | 0.00691476 / -0.00683495 | 0.00914361 / -0.00903809 | 0.00726019 / -0.0071764 | 0.00735024 / -0.00726541 | 0.00594241 / -0.00587383 | 0.00514356 / -0.0050842 | 0.00418973 / -0.00414137 | 0.00817363 / -0.0080793 | 0.0061511 / -0.00608011 | 0.00458836 / -0.00453541 | 0.00323765 / -0.00320028 | 0.00114474 / -0.00113153 | 0.0077839 / -0.00769407 | 0.0066367 / -0.00656011 | 0.00497639 / -0.00491896 | 0.00265228 / -0.00262167 | 0.00157229 / -0.00155414 | 0.00175088 / -0.00173067 |
 | gamma_stat_SR2b2l_HT_all_bin_1 | 0.00517541 / -0.00512187 | 0.00498959 / -0.00493797 | 0.00411119 / -0.00406866 | 0.00478352 / -0.00473403 | 0.00458037 / -0.00453299 | 0.00494223 / -0.0048911 | 0.00441149 / -0.00436585 | 0.00460668 / -0.00455902 | 0.00421398 / -0.00417039 | 0.00432803 / -0.00428326 | 0.00470719 / -0.00465849 | 0.00389362 / -0.00385334 | 0.00341142 / -0.00337613 | 0.00402969 / -0.003988 | 0.00519602 / -0.00514226 | 0.00381799 / -0.00377849 | 0.00406667 / -0.0040246 | 0.00390159 / -0.00386122 | 0.00418532 / -0.00414202 | 0.00472766 / -0.00467875 | 0.00486391 / -0.00481359 | 0.00521326 / -0.00515933 | 0.0050122 / -0.00496035 | 0.00357649 / -0.00353949 | 0.00474267 / -0.0046936 | 0.00467122 / -0.00462289 | 0.00511937 / -0.00506641 | 0.00477197 / -0.0047226 | 0.00299781 / -0.0029668 | 0.00283809 / -0.00280873 |
 | gamma_stat_SR2b2l_HT_all_bin_2 | 0.00431511 / -0.0042644 | 0.00361404 / -0.00357158 | 0.00395467 / -0.0039082 | 0.00374038 / -0.00369643 | 0.0027587 / -0.00272628 | 0.00264535 / -0.00261426 | 0.00266517 / -0.00263385 | 0.00404108 / -0.00399359 | 0.00259761 / -0.00256708 | 0.00293768 / -0.00290316 | 0.00178188 / -0.00176094 | 0.00191319 / -0.0018907 | 0.00388428 / -0.00383864 | 0.00259068 / -0.00256024 | 0.00259042 / -0.00255998 | 0.00339435 / -0.00335446 | 0.00349012 / -0.00344911 | 0.00442258 / -0.00437062 | 0.00432047 / -0.0042697 | 0.00262587 / -0.00259502 | 0.00360843 / -0.00356603 | 0.0041039 / -0.00405568 | 0.00462546 / -0.00457111 | 0.00528528 / -0.00522318 | 0.00298995 / -0.00295482 | 0.00384399 / -0.00379882 | 0.00403658 / -0.00398914 | 0.00553557 / -0.00547053 | 0.00691774 / -0.00683646 | 0.0048552 / -0.00479815 |
 | gamma_stat_SR2b2l_HT_all_bin_3 | 0.00246898 / -0.00244269 | 0.00167004 / -0.00165226 | 0.00345699 / -0.00342018 | 0.00191097 / -0.00189063 | 0.00118579 / -0.00117316 | 0.000959101 / -0.000948888 | 0.00108517 / -0.00107361 | 0.00208345 / -0.00206126 | 0.00156129 / -0.00154467 | 0.00121661 / -0.00120365 | 0.000704589 / -0.000697086 | 0.00075483 / -0.000746792 | 0.00249801 / -0.00247141 | 0.000996621 / -0.000986008 | 0.00166525 / -0.00164751 | 0.00215057 / -0.00212767 | 0.00315143 / -0.00311787 | 0.00320977 / -0.00317559 | 0.00393096 / -0.0038891 | 0.00121697 / -0.00120401 | 0.00209498 / -0.00207267 | 0.0027828 / -0.00275317 | 0.00376737 / -0.00372725 | 0.00648932 / -0.00642021 | 0.00123784 / -0.00122466 | 0.0016064 / -0.0015893 | 0.00256809 / -0.00254075 | 0.0037164 / -0.00367683 | 0.00514917 / -0.00509434 | 0.00700818 / -0.00693355 |
 | NF_{Mat. Conv.} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.318782 / -0.286835 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{Low m_{#gamma^{*}}} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.210117 / -0.191886 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF e} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.325001 / -0.308278 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{HF m} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.155186 / -0.147904 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | a0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.333366 / -0.289379 | 0.603925 / -0.435176 | 0.953179 / -0.559533 | 1.398 / -0.660959 | 2.34881 / -0.771979 | 0.333366 / -0.289379 | 0.603925 / -0.435176 | 0.953179 / -0.559533 | 1.398 / -0.660959 | 2.34881 / -0.771979 | 0 / 0 |
 | a1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.560833 / -0.424866 | 0.800324 / -0.509587 | 1.02265 / -0.56773 | 1.23164 / -0.61061 | 1.52601 / -0.65691 | 0.560833 / -0.424866 | 0.800324 / -0.509587 | 1.02265 / -0.56773 | 1.23164 / -0.61061 | 1.52601 / -0.65691 | 0 / 0 |
 | NF_{t#bar{t}W^{+}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0.14433 / -0.141376 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | NF_{t#bar{t}W^{-}@4j} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0.232752 / -0.228408 | 0 / 0 |
 | mu_signal | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.603625 / -0.585837 |
