 |       | t#bar{t}t#bar{t}      | t#bar{t}t      | t#bar{t}VV      | t#bar{t}VV      | ttZ_high      | ttZ_low      | t#bar{t}H      | QmisID      | Mat.Conv.      | Low m_{#gamma^{*}}      | HF e      | HF#mu      | light      | Other fake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}Z' |
 | MUON_SAGITTA_GLOBAL | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Mixed3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | MUON_SAGITTA_PTEXTRA | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | MUON_SCALE | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.217376 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.339148 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125221 / 0 | 0 / 0 | 0.5 / 2.16136e-10 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + #geq 2 true b-jets | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0648055 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_1__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.038151 / 0.0387861 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_C_5__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0209619 / 0.0209524 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_3__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0396172 / -0.0396364 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_Flavor_Composition_Sig | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | -2.22045e-16 / -1.11022e-16 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00146811 / -0.00146811 | 0.00314572 / -0.00314572 | 0.00331124 / -0.00331124 | 0.00382471 / -0.00382471 | 0.00528644 / -0.00528644 | 0.00570212 / -0.00570212 | 0.00360804 / -0.00360804 | 0.00752241 / -0.00752241 | 0.00462922 / -0.00462922 | 0.00531776 / -0.00531776 | 0.00534222 / -0.00534222 | 0.00570972 / -0.00570972 | 0.00603874 / -0.00603874 | 0.00554407 / -0.00554407 | 0.0114298 / -0.0114298 | 0.00790336 / -0.00790336 | 0.00795079 / -0.00795079 | 0.00763976 / -0.00763976 | 4.48103e-08 / -4.48103e-08 | 0.0182881 / -0.0182881 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00171624 / -0.00171624 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00318375 / -0.00318375 | 0.00461843 / -0.00461843 | 0.00567378 / -0.00567378 | 0.00555421 / -0.00555421 | 0.00587321 / -0.00587321 | 0.0068808 / -0.0068808 | 0.00511544 / -0.00511544 | 0.00646541 / -0.00646541 | 0.00612652 / -0.00612652 | 0.00673027 / -0.00673027 | 0.0063489 / -0.0063489 | 0.00551577 / -0.00551577 | 0.0055832 / -0.0055832 | 0.00612237 / -0.00612237 | 0.00571078 / -0.00571078 | 0.00568111 / -0.00568111 | 0.00576103 / -0.00576103 | 0.00591607 / -0.00591607 | 4.65596e-08 / -4.65596e-08 | 4.74106e-10 / -4.74106e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00309815 / -0.00309815 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.00569261 / -0.00569261 | 0.0057937 / -0.0057937 | 0.00550417 / -0.00550417 | 0.00572182 / -0.00572182 | 0.00554782 / -0.00554782 | 0.00398094 / -0.00398094 | 0.00583881 / -0.00583881 | 0.00345915 / -0.00345915 | 0.0059935 / -0.0059935 | 0.0053991 / -0.0053991 | 0.00538058 / -0.00538058 | 0.00515438 / -0.00515438 | 0.00579072 / -0.00579072 | 0.00433244 / -0.00433244 | 0.0016753 / -0.0016753 | 0.00385215 / -0.00385215 | 0.00390191 / -0.00390191 | 0.0037776 / -0.0037776 | 0.0237555 / -0.0237555 | 5.92717e-10 / -5.92717e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0052051 / -0.0052051 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00781044 / -0.00781044 | 0.00644936 / -0.00644936 | 0.00558382 / -0.00558382 | 0.00532183 / -0.00532183 | 0.00363742 / -0.00363742 | 0.00427983 / -0.00427983 | 0.00577626 / -0.00577626 | 0.00215898 / -0.00215898 | 0.00460217 / -0.00460217 | 0.00320731 / -0.00320731 | 0.00360941 / -0.00360941 | 0.00449698 / -0.00449698 | 0.0028939 / -0.0028939 | 0.00409745 / -0.00409745 | 5.40505e-09 / -5.40505e-09 | 0.00245071 / -0.00245071 | 0.00230111 / -0.00230111 | 0.00234574 / -0.00234574 | 8.57443e-08 / -8.57443e-08 | 8.73115e-10 / -8.73115e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0073215 / -0.0073215 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0102744 / -0.0102744 | 0.00665386 / -0.00665386 | 0.00510864 / -0.00510864 | 0.00462721 / -0.00462721 | 0.00308498 / -0.00308498 | 0.00185804 / -0.00185804 | 0.00548818 / -0.00548818 | 0.00216477 / -0.00216477 | 0.0014563 / -0.0014563 | 0.00201795 / -0.00201795 | 0.00207988 / -0.00207988 | 0.00285557 / -0.00285557 | 0.00228851 / -0.00228851 | 0.00283203 / -0.00283203 | 0.000276116 / -0.000276116 | 0.00153495 / -0.00153495 | 0.00148222 / -0.00148222 | 0.00205947 / -0.00205947 | 1.71159e-07 / -1.71159e-07 | 1.74288e-09 / -1.74288e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0102248 / -0.0102248 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0162645 / -0.0162645 | 0.00732157 / -0.00732157 | 0.00703714 / -0.00703714 | 0.00493623 / -0.00493623 | 0.00234096 / -0.00234096 | 0.000917116 / -0.000917116 | 0.00542117 / -0.00542117 | 0.00164544 / -0.00164544 | 0.003278 / -0.003278 | 0.000508172 / -0.000508172 | 0.00159331 / -0.00159331 | 0.00138397 / -0.00138397 | 0.00159772 / -0.00159772 | 0.0055808 / -0.0055808 | 2.8381e-08 / -2.8381e-08 | 0.00177372 / -0.00177372 | 0.00132067 / -0.00132067 | 0.00183127 / -0.00183127 | 4.50228e-07 / -4.50228e-07 | 4.58458e-09 / -4.58458e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0170219 / -0.0170219 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0192477 / -0.0192477 | 0.00775513 / -0.00775513 | 0.00632287 / -0.00632287 | 0.00448455 / -0.00448455 | 0.00267438 / -0.00267438 | 0.00165685 / -0.00165685 | 0.00522342 / -0.00522342 | 0.00041872 / -0.00041872 | 0.000702556 / -0.000702556 | 0.00159483 / -0.00159483 | 0.0020351 / -0.0020351 | 0.00129831 / -0.00129831 | 0.00288754 / -0.00288754 | 0.00153026 / -0.00153026 | 5.53069e-08 / -5.53069e-08 | 0.00180885 / -0.00180885 | 0.00130804 / -0.00130804 | 0.00193933 / -0.00193933 | 8.77375e-07 / -8.77375e-07 | 8.93412e-09 / -8.93412e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0271317 / -0.0271317 |
