 |       | tttt      | ttt      | ttWW      | rarettVV      | ttll_MG_high_mll      | ttll_MG_low_mll      | ttH      | QmisID      | CO      | gstr      | HFe      | HFm      | light      | otherfake      | singleTop      | singleTop      | Diboson      | triboson      | vh      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | t#bar{t}W^{+}      | ttZp3000 |
 | t#bar{t}H parton showering | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -4.44089e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}H generator | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}H #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | CO ShapeSyst | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.137683 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_BJES_Response | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EtaIntercalibration_TotalStat | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 2.22045e-16 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_EffectiveNP_7 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / -2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | EG_RESOLUTION_ALL | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Mixed2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Modelling2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Modelling3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / -1.11022e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_EffectiveNP_Statistical2 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_JER_DataVsMC_MC16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | singleTop Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.3 / -0.3 | 0.3 / -0.3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | JET_RelativeNonClosure_AF3 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq4-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.217376 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV #leq5-jets Cross-Section | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.339148 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | VV/VVV/VH + 1 true b-jet | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.125221 / 0 | 0 / 0 | 0.5 / 2.16136e-10 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | Diboson #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.11022e-16 / 2.22045e-16 | 0 / 0 | 0 / 0 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | FT_EFF_Eigen_Light_2__1 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -2.22045e-16 / -2.22045e-16 | 0 / 0 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | t#bar{t}W #mu_{F} and #mu_{R} | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 2.22045e-16 / -2.22045e-16 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0 / 0 |
 | gamma_stat_CR1bplus_nJets_bin_0 | 0.00146942 / -0.00146942 | 0.00314853 / -0.00314853 | 0.0033142 / -0.0033142 | 0.00382814 / -0.00382814 | 0.00529117 / -0.00529117 | 0.00570723 / -0.00570723 | 0.00361127 / -0.00361127 | 0.00752914 / -0.00752914 | 0.00463336 / -0.00463336 | 0.00532252 / -0.00532252 | 0.005347 / -0.005347 | 0.00571483 / -0.00571483 | 0.00604415 / -0.00604415 | 0.00554904 / -0.00554904 | 0.0114401 / -0.0114401 | 0.00791043 / -0.00791043 | 0.00795791 / -0.00795791 | 0.0076466 / -0.0076466 | 4.48504e-08 / -4.48504e-08 | 0.0183044 / -0.0183044 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00171778 / -0.00171778 |
 | gamma_stat_CR1bplus_nJets_bin_1 | 0.00318903 / -0.00318903 | 0.00462609 / -0.00462609 | 0.00568319 / -0.00568319 | 0.00556342 / -0.00556342 | 0.00588296 / -0.00588296 | 0.00689221 / -0.00689221 | 0.00512392 / -0.00512392 | 0.00647613 / -0.00647613 | 0.00613668 / -0.00613668 | 0.00674143 / -0.00674143 | 0.00635943 / -0.00635943 | 0.00552492 / -0.00552492 | 0.00559246 / -0.00559246 | 0.00613253 / -0.00613253 | 0.00572025 / -0.00572025 | 0.00569053 / -0.00569053 | 0.00577059 / -0.00577059 | 0.00592589 / -0.00592589 | 4.66368e-08 / -4.66368e-08 | 4.74892e-10 / -4.74892e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00310329 / -0.00310329 |
 | gamma_stat_CR1bplus_nJets_bin_2 | 0.00571168 / -0.00571168 | 0.00581311 / -0.00581311 | 0.00552261 / -0.00552261 | 0.00574099 / -0.00574099 | 0.00556641 / -0.00556641 | 0.00399428 / -0.00399428 | 0.00585838 / -0.00585838 | 0.00347074 / -0.00347074 | 0.00601358 / -0.00601358 | 0.00541719 / -0.00541719 | 0.0053986 / -0.0053986 | 0.00517165 / -0.00517165 | 0.00581012 / -0.00581012 | 0.00434695 / -0.00434695 | 0.00168091 / -0.00168091 | 0.00386506 / -0.00386506 | 0.00391499 / -0.00391499 | 0.00379026 / -0.00379026 | 0.0238351 / -0.0238351 | 5.94703e-10 / -5.94703e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00522254 / -0.00522254 |
 | gamma_stat_CR1bplus_nJets_bin_3 | 0.00785934 / -0.00785934 | 0.00648974 / -0.00648974 | 0.00561878 / -0.00561878 | 0.00535515 / -0.00535515 | 0.00366019 / -0.00366019 | 0.00430662 / -0.00430662 | 0.00581242 / -0.00581242 | 0.0021725 / -0.0021725 | 0.00463098 / -0.00463098 | 0.00322739 / -0.00322739 | 0.003632 / -0.003632 | 0.00452513 / -0.00452513 | 0.00291202 / -0.00291202 | 0.00412311 / -0.00412311 | 5.43888e-09 / -5.43888e-09 | 0.00246606 / -0.00246606 | 0.00231551 / -0.00231551 | 0.00236042 / -0.00236042 | 8.62811e-08 / -8.62811e-08 | 8.78581e-10 / -8.78581e-10 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.00736733 / -0.00736733 |
 | gamma_stat_CR1bplus_nJets_bin_4 | 0.0103929 / -0.0103929 | 0.00673064 / -0.00673064 | 0.0051676 / -0.0051676 | 0.00468061 / -0.00468061 | 0.00312058 / -0.00312058 | 0.00187949 / -0.00187949 | 0.00555152 / -0.00555152 | 0.00218975 / -0.00218975 | 0.0014731 / -0.0014731 | 0.00204123 / -0.00204123 | 0.00210389 / -0.00210389 | 0.00288852 / -0.00288852 | 0.00231492 / -0.00231492 | 0.00286471 / -0.00286471 | 0.000279302 / -0.000279302 | 0.00155267 / -0.00155267 | 0.00149932 / -0.00149932 | 0.00208324 / -0.00208324 | 1.73134e-07 / -1.73134e-07 | 1.76299e-09 / -1.76299e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0103428 / -0.0103428 |
 | gamma_stat_CR1bplus_nJets_bin_5 | 0.0166269 / -0.0166269 | 0.00748472 / -0.00748472 | 0.00719395 / -0.00719395 | 0.00504623 / -0.00504623 | 0.00239312 / -0.00239312 | 0.000937553 / -0.000937553 | 0.00554197 / -0.00554197 | 0.00168211 / -0.00168211 | 0.00335105 / -0.00335105 | 0.000519496 / -0.000519496 | 0.00162881 / -0.00162881 | 0.00141481 / -0.00141481 | 0.00163332 / -0.00163332 | 0.00570517 / -0.00570517 | 2.90134e-08 / -2.90134e-08 | 0.00181325 / -0.00181325 | 0.0013501 / -0.0013501 | 0.00187207 / -0.00187207 | 4.60261e-07 / -4.60261e-07 | 4.68674e-09 / -4.68674e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0174013 / -0.0174013 |
 | gamma_stat_CR1bplus_nJets_bin_6 | 0.0199733 / -0.0199733 | 0.00804749 / -0.00804749 | 0.00656123 / -0.00656123 | 0.00465361 / -0.00465361 | 0.0027752 / -0.0027752 | 0.00171931 / -0.00171931 | 0.00542033 / -0.00542033 | 0.000434505 / -0.000434505 | 0.000729041 / -0.000729041 | 0.00165495 / -0.00165495 | 0.00211182 / -0.00211182 | 0.00134725 / -0.00134725 | 0.00299639 / -0.00299639 | 0.00158795 / -0.00158795 | 5.73919e-08 / -5.73919e-08 | 0.00187704 / -0.00187704 | 0.00135735 / -0.00135735 | 0.00201244 / -0.00201244 | 9.1045e-07 / -9.1045e-07 | 9.27091e-09 / -9.27091e-09 |    NA    |    NA    |    NA    |    NA    |    NA    |    NA    | 0.0281545 / -0.0281545 |
